ObjectID,Plat-Lot#,StreetAddress,city,state,Zip,ZipCode,geo_score,geo_address,geo_lat,geo_lon,List_type,Class Desc,Housing Units,Tax_Value$,Tax_Value,Tax_Bill$,Tax_Bill
096-0281-0000,096-0281-0000,0 Freeway,Providence,RI,2909,02909,0,,,,City-owned Tax Sale,CI Vacant Land,0,"$188,000.00 ",188000.00,"$6,909.00 ",6909.00
097-0046-0000,097-0046-0000,260 LANGDON ST,Providence,RI,2904,02904,100,"260 LANGDON ST, PROVIDENCE, 02904",41.85914955,-71.42515967,Waste Collection ID,Single Family,1,"$133,400.00 ",133400.00,"$4,502.28 ",4502.28
097-0144-0000,097-0144-0000,41 NEWBURY ST,Providence,RI,2904,02904,68.5,"39 NEWBURY ST, PROVIDENCE, 02904",41.85610478,-71.42598008,City-owned Tax Sale,Residential Vacant Land,0,"$16,700.00 ",16700.00,$563.64 ,563.64
097-0164-0000,097-0164-0000,40 NEWBURY ST,Providence,RI,2904,02904,68.5,"38 NEWBURY ST, PROVIDENCE, 02904",41.85600505,-71.42591874,City-owned Tax Sale,Residential Vacant Land,0,"$17,100.00 ",17100.00,$577.16 ,577.16
097-0210-0000,097-0210-0000,313 LANGDON ST,Providence,RI,2904,02904,98.98,"313 LANGDON ST, NORTH PROVIDENCE, 02904",41.86170015,-71.42646257,City-owned Tax Sale,Residential Vacant Land,0,$100.00 ,100.00,$3.40 ,3.40
097-0315-0000,097-0315-0000,141 RUSSO ST,Providence,RI,2904,02904,100,"141 RUSSO ST, PROVIDENCE, 02904",41.85164985,-71.42089115,City-owned Tax Sale,Residential Vacant Land,0,"$16,700.00 ",16700.00,$563.64 ,563.64
097-0316-0000,097-0316-0000,147 RUSSO ST,Providence,RI,2904,02904,100,"147 RUSSO ST, PROVIDENCE, 02904",41.85166499,-71.42089279,City-owned Tax Sale,Residential Vacant Land,0,"$25,200.00 ",25200.00,$850.52 ,850.52
097-0319-0000,097-0319-0000,163 RUSSO ST,Providence,RI,2904,02904,100,"163 RUSSO ST, PROVIDENCE, 02904",41.85170538,-71.42089715,City-owned Tax Sale,Residential Vacant Land,0,"$17,600.00 ",17600.00,$594.00 ,594.00
097-0320-0000,097-0320-0000,169 RUSSO ST,Providence,RI,2904,02904,100,"169 RUSSO ST, PROVIDENCE, 02904",41.85172052,-71.42089879,City-owned Tax Sale,Residential Vacant Land,0,"$17,600.00 ",17600.00,$594.00 ,594.00
097-0359-0000,097-0359-0000,705 CHARLES ST,Providence,RI,2904,02904,79,"706 CHARLES ST, PROVIDENCE, 02904",41.85573568,-71.42090678,City-owned Tax Sale,CI Vacant Land,0,"$269,700.00 ",269700.00,"$9,911.48 ",9911.48
097-0411-0000,097-0411-0000,218 WINDMILL ST,Providence,RI,2904,02904,68.46,"180 WINDMILL ST, PROVIDENCE, 02904",41.85889782,-71.41775878,City-owned Tax Sale,Residential Vacant Land,0,"$33,300.00 ",33300.00,"$1,123.88 ",1123.88
097-0607-0000,097-0607-0000,135 RAPHAEL AVE,Providence,RI,2904,02904,100,"135 RAPHAEL AV, PROVIDENCE, 02904",41.85929398,-71.41970865,Waste Collection ID,Single Family,1,"$126,200.00 ",126200.00,"$2,429.36 ",2429.36
097-0650-0000,097-0650-0000,18 Smart St,Providence,RI,2904,02904,100,"18 SMART ST, PROVIDENCE, 02904",41.85758218,-71.42080888,City-owned Tax Sale,Residential Vacant Land,0,"$16,500.00 ",16500.00,$556.88 ,556.88
097-0758-0000,097-0758-0000,228 WINDMILL ST,Providence,RI,2904,02904,68.45,"180 WINDMILL ST, PROVIDENCE, 02904",41.85889782,-71.41775878,City-owned Tax Sale,Residential Vacant Land,0,"$4,600.00 ",4600.00,$155.28 ,155.28
098-0212-0000,098-0212-0000,27 Langdon St,Providence,RI,2904,02904,100,"27 LANGDON ST, PROVIDENCE, 02904",41.85295869,-71.42425124,Unconfirmed Vacated,Residential Vacant Land,0,$300.00 ,300.00,$10.16 ,10.16
098-0213-0000,098-0213-0000,27 Langdon St,Providence,RI,2904,02904,100,"27 LANGDON ST, PROVIDENCE, 02904",41.85295869,-71.42425124,Unconfirmed Vacated,Residential Vacant Land,0,"$11,700.00 ",11700.00,$394.88 ,394.88
098-0261-0000,098-0261-0000,46 ALASKA ST,Providence,RI,2904,02904,68.49,"56 ALASKA ST, PROVIDENCE, 02904",41.85534176,-71.42250733,City-owned Tax Sale,Residential Vacant Land,0,"$4,600.00 ",4600.00,$155.28 ,155.28
098-0333-0000,098-0333-0000,15 SOCIAL ST,Providence,RI,2904,02904,100,"15 SOCIAL ST, PROVIDENCE, 02904",41.85406418,-71.42107232,Waste Collection ID,2 - 5 Family,3,"$113,800.00 ",113800.00,"$3,840.76 ",3840.76
098-0381-0000,098-0381-0000,22 QUARRY ST,Providence,RI,2904,02904,68.49,"14 QUARRY ST, PROVIDENCE, 02904",41.85375424,-71.41973509,City-owned Tax Sale,Residential Vacant Land,0,"$18,200.00 ",18200.00,$614.28 ,614.28
098-0397-0000,098-0397-0000,42 LEDGE ST,Providence,RI,2904,02904,100,"42 LEDGE ST, PROVIDENCE, 02904",41.85357209,-71.41910823,City-owned Tax Sale,Residential Vacant Land,0,"$17,500.00 ",17500.00,$590.64 ,590.64
098-0399-0000,098-0399-0000,68 LEDGE ST,Providence,RI,2904,02904,100,"68 LEDGE ST, PROVIDENCE, 02904",41.8539466,-71.41816295,Waste Collection ID,2 -5 Family,3,"$122,900.00 ",122900.00,"$4,147.88 ",4147.88
098-0430-0000,098-0430-0000,715R Branch Ave,Providence,RI,2904,02904,100,"715 BRANCH AV, PROVIDENCE, 02904",41.85377346,-71.42898569,City-owned Tax Sale,Industrial,0,"$203,300.00 ",203300.00,"$7,471.28 ",7471.28
098-0443-0000,098-0443-0000,68 Russo St,Providence,RI,2904,02904,100,"68 RUSSO ST, PROVIDENCE, 02904",41.8535899,-71.42135842,Waste Collection ID,Single Family,1,"$125,100.00 ",125100.00,"$4,222.16 ",4222.16
099-0025-0000,099-0025-0000,113 Stansbury St,Providence,RI,2904,02904,100,"113 STANSBURY ST, PROVIDENCE, 02904",41.85207014,-71.43064653,Waste Collection ID,Single Family,1,"$124,500.00 ",124500.00,"$4,201.88 ",4201.88
099-0046-0000,099-0046-0000,80 VANDERWATER ST,Providence,RI,2904,02904,0,,,,Unconfirmed Vacated,2 - 5 Family,2,"$108,800.00 ",108800.00,"$3,672.00 ",3672.00
099-0100-0000,099-0100-0000,144 Sherwood St,Providence,RI,2904,02904,63,"124 SHERWOOD ST, PROVIDENCE",41.85188363,-71.42907227,PRA owned,Residential Vacant Land,0,"$34,300.00 ",34300.00,"$1,157.64 ",1157.64
099-0101-0000,099-0101-0000,140 Sherwood St,Providence,RI,2904,02904,63,"124 SHERWOOD ST, PROVIDENCE",41.85188363,-71.42907227,PRA owned,Residential Vacant Land,0,"$31,900.00 ",31900.00,"$1,076.64 ",1076.64
099-0102-0000,099-0102-0000,136 Sherwood St,Providence,RI,2904,02904,63,"124 SHERWOOD ST, PROVIDENCE",41.85188363,-71.42907227,PRA owned,Residential Vacant Land,0,"$32,100.00 ",32100.00,"$1,083.40 ",1083.40
099-0177-0000,099-0177-0000,633 DOUGLAS AVE,Providence,RI,2904,02904,100,"633 DOUGLAS AVE, PROVIDENCE",41.84734868,-71.43036734,Waste Collection ID,2 -5 Family,2,"$80,800.00 ",80800.00,"$2,727.00 ",2727.00
099-0311-0000,099-0311-0000,126 LANCASHIRE ST,Providence,RI,2904,02904,63,"128 LANCASHIRE ST, PROVIDENCE",41.85125977,-71.42865725,City-owned Tax Sale,Residential Vacant Land,0,"$15,500.00 ",15500.00,$523.16 ,523.16
099-0312-0000,099-0312-0000,122 LANCASHIRE ST,Providence,RI,2904,02904,63,"118 LANCASHIRE ST, PROVIDENCE",41.85098978,-71.4291169,City-owned Tax Sale,Residential Vacant Land,0,"$15,500.00 ",15500.00,$523.16 ,523.16
099-0348-0000,099-0348-0000,61 LANCASHIRE ST,Providence,RI,2904,02904,100,"61 LANCASHIRE ST, PROVIDENCE",41.8499588,-71.43052055,City-owned Tax Sale,Residential Vacant Land,0,"$15,400.00 ",15400.00,$519.76 ,519.76
099-0349-0000,099-0349-0000,65 LANCASHIRE ST,Providence,RI,2904,02904,100,"65 LANCASHIRE ST, PROVIDENCE",41.85003978,-71.4303903,City-owned Tax Sale,Residential Vacant Land,0,"$15,400.00 ",15400.00,$519.76 ,519.76
099-0414-0000,099-0414-0000,65 MESSINA ST,Providence,RI,2904,02904,100,"65 MESSINA ST, PROVIDENCE",41.8491498,-71.42950814,City-owned Tax Sale,Residential Vacant Land,0,"$15,400.00 ",15400.00,$519.76 ,519.76
099-0464-0000,099-0464-0000,14 LANCASHIRE ST,Providence,RI,2904,02904,100,"14 LANCASHIRE ST, PROVIDENCE",41.84904623,-71.43229993,Unconfirmed Vacated,2 - 5 Family,2,"$116,200.00 ",116200.00,"$3,921.76 ",3921.76
099-0474-0000,099-0474-0000,118 HAWKINS ST,Providence,RI,2904,02904,100,"118 HAWKINS ST, PROVIDENCE",41.84878395,-71.42576188,Waste Collection ID,2 -5 Family,3,"$94,300.00 ",94300.00,"$3,182.64 ",3182.64
101-0153-0000,101-0153-0000,17 CAROLINA AVE,Providence,RI,2905,02905,100,"17 CAROLINA AV, PROVIDENCE, 02905",41.79229537,-71.3937012,Unconfirmed Vacated,2 - 5 Family,2,"$105,100.00 ",105100.00,"$3,547.16 ",3547.16
101-0269-0000,101-0269-0000,174 CAROLINA AVE,Providence,RI,2905,02905,68.48,"150 CAROLINA AV, PROVIDENCE, 02905",41.79097163,-71.39980046,City-owned Tax Sale,CI Vacant Land,0,"$12,900.00 ",12900.00,$474.08 ,474.08
102-0020-0000,102-0020-0000,33 VICKSBURG ST,Providence,RI,2904,02904,100,"33 VICKSBURG ST, PROVIDENCE, 02904",41.85338132,-71.43265754,Waste Collection ID,2 -5 Family,2,"$126,200.00 ",126200.00,"$4,259.28 ",4259.28
102-0132-0000,102-0132-0000,909 DOUGLAS AVE,Providence,RI,2904,02904,100,"909 DOUGLAS AV, PROVIDENCE, 02904",41.85293056,-71.43713222,Waste Collection ID,2 -5 Family,2,"$69,300.00 ",69300.00,"$1,443.00 ",1443.00
102-0141-0000,102-0141-0000,296 VEAZIE ST,Providence,RI,2904,02904,100,"296 VEAZIE ST, PROVIDENCE, 02904",41.8531036,-71.43536853,Waste Collection ID,2 -5 Family,4,"$203,200.00 ",203200.00,"$3,911.60 ",3911.60
102-0200-0000,102-0200-0000,69 WINCHESTER ST,Providence,RI,2904,02904,100,"69 WINCHESTER ST, PROVIDENCE, 02904",41.85351621,-71.43132137,Waste Collection ID,2 -5 Family,3,"$123,200.00 ",123200.00,"$4,158.00 ",4158.00
102-0206-0000,102-0206-0000,267 VEAZIE ST,Providence,RI,2904,02904,100,"267 VEAZIE ST, PROVIDENCE, 02904",41.85228412,-71.43497006,Waste Collection ID,State,3,"$142,700.00 ",142700.00,$0.00 ,0.00
102-0264-0000,102-0264-0000,61 Vicksburg St,Providence,RI,2904,02904,68.5,"59 VICKSBURG ST, PROVIDENCE, 02904",41.85362176,-71.43393987,City-owned Tax Sale,Residential Vacant Land,0,"$4,300.00 ",4300.00,$145.16 ,145.16
103-0087-0000,103-0087-0000,40 DAKOTA ST,Providence,RI,2904,02904,79,"41 DAKOTA ST, PROVIDENCE, 02904",41.85847309,-71.4299005,City-owned Tax Sale,Residential Vacant Land,0,$100.00 ,100.00,$3.40 ,3.40
104-0021-0000,104-0021-0000,33 TERRACE AVE,Providence,RI,2909,02909,100,"33 TERRACE AV, PROVIDENCE, 02909",41.80839944,-71.4522783,Waste Collection ID,2 -5 Family,3,"$132,600.00 ",132600.00,"$4,475.28 ",4475.28
104-0143-0000,104-0143-0000,150 CLARENCE ST,Providence,RI,2909,02909,68.5,"146 CLARENCE ST, PROVIDENCE, 02909",41.80995185,-71.44898074,City-owned Tax Sale,Residential Vacant Land,0,"$16,500.00 ",16500.00,$556.88 ,556.88
104-0161-0000,104-0161-0000,78 CLARENCE ST,Providence,RI,2909,02909,100,"78 CLARENCE ST, PROVIDENCE, 02909",41.81065887,-71.44602292,Waste Collection ID,2 -5 Family,2,"$95,400.00 ",95400.00,"$1,836.48 ",1836.48
104-0230-0000,104-0230-0000,195 DORA ST,Providence,RI,2909,02909,100,"195 DORA ST, PROVIDENCE, 02909",41.80773592,-71.45009607,Waste Collection ID,2 -5 Family,2,"$113,000.00 ",113000.00,"$3,813.76 ",3813.76
104-0237-0000,104-0237-0000,43 PRISCILLA AVE,Providence,RI,2909,02909,100,"43 PRISCILLA AV, PROVIDENCE, 02909",41.80967547,-71.44702613,Waste Collection ID,Single Family,1,"$133,400.00 ",133400.00,"$4,502.28 ",4502.28
104-0294-0000,104-0294-0000,50 TERRACE AVE,Providence,RI,2909,02909,100,"50 TERRACE AV, PROVIDENCE, 02909",41.808022,-71.4515684,Waste Collection ID,2 -5 Family,4,"$203,200.00 ",203200.00,"$6,858.00 ",6858.00
104-0299-0000,104-0299-0000,216 PROGRESS AVE,Providence,RI,2909,02909,100,"216 PROGRESS AV, PROVIDENCE, 02909",41.80794371,-71.45082944,Unconfirmed Vacated,2 - 5 Family,3,"$89,900.00 ",89900.00,"$3,034.16 ",3034.16
104-0311-0000,104-0311-0000,160 Progress Ave,Providence,RI,2909,02909,100,"160 PROGRESS AV, PROVIDENCE, 02909",41.80849169,-71.4489057,Waste Collection ID,2 -5 Family,2,"$101,900.00 ",101900.00,"$3,439.16 ",3439.16
104-0347-0000,104-0347-0000,77 DORA ST,Providence,RI,2909,02909,100,"77 DORA ST, PROVIDENCE, 02909",41.808834,-71.4458499,Waste Collection ID,2 -5 Family,2,"$135,300.00 ",135300.00,"$4,566.40 ",4566.40
104-0375-0000,104-0375-0000,215 DORA ST,Providence,RI,2909,02909,100,"215 DORA ST, PROVIDENCE, 02909",41.80756884,-71.45066871,Waste Collection ID,Single Family,1,"$80,300.00 ",80300.00,"$2,710.16 ",2710.16
104-0454-0000,104-0454-0000,151 Elmdale Ave,Providence,RI,2909,02909,100,"151 ELMDALE AV, PROVIDENCE, 02909",41.80707023,-71.4498178,Waste Collection ID,2 -5 Family,2,"$121,200.00 ",121200.00,"$4,090.52 ",4090.52
104-0458-0000,104-0458-0000,88 TERRACE AVE,Providence,RI,2909,02909,100,"88 TERRACE AV, PROVIDENCE, 02909",41.8068571,-71.45053116,Waste Collection ID,2 -5 Family,2,"$98,200.00 ",98200.00,"$3,314.28 ",3314.28
104-0587-0000,104-0587-0000,83 TERRACE AVE,Providence,RI,2909,02909,100,"83 TERRACE AV, PROVIDENCE, 02909",41.80694402,-71.45100359,Waste Collection ID,2 -5 Family,3,"$77,400.00 ",77400.00,"$2,612.28 ",2612.28
104-0615-0000,104-0615-0000,62 WHITEHALL ST,Providence,RI,2909,02909,100,"62 WHITEHALL ST, PROVIDENCE, 02909",41.81112699,-71.44523528,Unconfirmed Vacated,Single Family,1,"$127,100.00 ",127100.00,"$2,446.68 ",2446.68
104-0654-0000,104-0654-0000,109 CUMERFORD ST,Providence,RI,2909,02909,100,"109 CUMERFORD ST, PROVIDENCE, 02909",41.80828158,-71.44332332,Waste Collection ID,Single Family,1,"$100,200.00 ",100200.00,"$3,381.76 ",3381.76
104-0678-0000,104-0678-0000,14 POLLY ST,Providence,RI,2909,02909,100,"14 POLLY ST, PROVIDENCE, 02909",41.80991465,-71.44330399,Waste Collection ID,Single Family,1,"$122,700.00 ",122700.00,"$2,362.00 ",2362.00
104-0681-0000,104-0681-0000,81 ATWOOD ST,Providence,RI,2909,02909,100,"81 ATWOOD ST, PROVIDENCE, 02909",41.81030942,-71.44310683,Waste Collection ID,Single Family,1,"$117,700.00 ",117700.00,"$2,265.76 ",2265.76
104-0752-0000,104-0752-0000,62 DORA ST,Providence,RI,2909,02909,100,"62 DORA ST, PROVIDENCE, 02909",41.80875981,-71.44517423,Waste Collection ID,Single Family,1,"$129,500.00 ",129500.00,"$4,370.54 ",4370.54
105-0042-0000,105-0042-0000,203 PLAINFIELD ST,Providence,RI,2909,02909,68.49,"209 PLAINFIELD ST, PROVIDENCE, 02909",41.81463382,-71.44684802,City-owned Tax Sale,CI Vacant Land,0,"$21,500.00 ",21500.00,$790.16 ,790.16
105-0058-0000,105-0058-0000,0 MANTON AVE,Providence,RI,2909,02909,100,"MANTON AV, PROVIDENCE, 02909",41.83298039,-71.47044449,City-owned Tax Sale,Industrial,0,"$498,200.00 ",498200.00,"$18,308.88 ",18308.88
105-0136-0000,105-0136-0000,35 STERLING AVE,Providence,RI,2909,02909,100,"35 STERLING AV, PROVIDENCE, 02909",41.81201016,-71.44462617,Waste Collection ID,2 -5 Family,3,"$79,600.00 ",79600.00,"$2,686.52 ",2686.52
105-0193-0000,105-0193-0000,13 HULDAH ST,Providence,RI,2909,02909,68.5,"17 HULDAH ST, PROVIDENCE, 02909",41.81385648,-71.44583539,City-owned Tax Sale,Residential Vacant Land,0,"$16,300.00 ",16300.00,$550.16 ,550.16
105-0216-0000,105-0216-0000,62 JUDITH ST,Providence,RI,2909,02909,100,"62 JUDITH ST, PROVIDENCE, 02909",41.81274437,-71.44529977,Waste Collection ID,2 -5 Family,3,"$70,900.00 ",70900.00,"$2,392.88 ",2392.88
105-0221-0000,105-0221-0000,138 MAGNOLIA ST,Providence,RI,2909,02909,68.5,"142 MAGNOLIA ST, PROVIDENCE, 02909",41.81304794,-71.44583753,City-owned Tax Sale,Residential Vacant Land,0,$500.00 ,500.00,$16.88 ,16.88
105-0234-0000,105-0234-0000,27 JUDITH ST,Providence,RI,2909,02909,100,"27 JUDITH ST, PROVIDENCE, 02909",41.81342299,-71.44630928,City-owned Tax Sale,Residential Vacant Land,0,"$16,300.00 ",16300.00,$550.16 ,550.16
105-0258-0000,105-0258-0000,16 WHITEHALL ST,Providence,RI,2909,02909,100,"16 WHITEHALL ST, PROVIDENCE, 02909",41.81240029,-71.44593245,Unconfirmed Vacated,2 - 5 Family,2,"$78,000.00 ",78000.00,"$2,632.52 ",2632.52
105-0260-0000,105-0260-0000,10 Whitehall St,Providence,RI,2909,02909,100,"10 WHITEHALL ST, PROVIDENCE, 02909",41.81261318,-71.44601233,Waste Collection ID,Single Family,1,"$77,000.00 ",77000.00,"$2,598.76 ",2598.76
105-0312-0000,105-0312-0000,329 PLAINFIELD ST,Providence,RI,2909,02909,100,"329 PLAINFIELD ST, PROVIDENCE, 02909",41.81389891,-71.44888875,Waste Collection ID,2 - 5 Family,2,"$78,000.00 ",78000.00,"$2,632.52 ",2632.52
105-0320-0000,105-0320-0000,187 PLAINFIELD ST,Providence,RI,2909,02909,68.5,"191 PLAINFIELD ST, PROVIDENCE, 02909",41.81492115,-71.44652358,City-owned Tax Sale,CI Vacant Land,0,"$18,700.00 ",18700.00,$687.24 ,687.24
105-0329-0000,105-0329-0000,60 WHITTIER AVE,Providence,RI,2909,02909,100,"60 WHITTIER AV, PROVIDENCE, 02909",41.81443912,-71.44875458,Waste Collection ID,2 -5 Family,3,"$91,400.00 ",91400.00,"$3,084.76 ",3084.76
105-0355-0000,105-0355-0000,38 LABAN ST,Providence,RI,2909,02909,100,"38 LABAN ST, PROVIDENCE, 02909",41.81523246,-71.44787125,Waste Collection ID,Single Family,1,"$106,500.00 ",106500.00,"$3,594.40 ",3594.40
105-0369-0000,105-0369-0000,51 Heath St,Providence,RI,2909,02909,100,"51 HEATH ST, PROVIDENCE, 02909",41.81549348,-71.44987717,Waste Collection ID,2 -5 Family,3,"$100,400.00 ",100400.00,"$3,388.52 ",3388.52
105-0419-0000,105-0419-0000,28 Eastwood Ave,Providence,RI,2909,02909,68.46,"64 EASTWOOD AV, PROVIDENCE, 02909",41.8157827,-71.44981139,PRA owned,Residential Vacant Land,0,"$33,900.00 ",33900.00,"$1,144.16 ",1144.16
105-0420-0000,105-0420-0000,32 Eastwood Ave,Providence,RI,2909,02909,68.47,"64 EASTWOOD AV, PROVIDENCE, 02909",41.8157827,-71.44981139,PRA owned,Residential Vacant Land,0,"$33,900.00 ",33900.00,"$1,144.16 ",1144.16
105-0421-0000,105-0421-0000,36 Eastwood Ave,Providence,RI,2909,02909,68.47,"64 EASTWOOD AV, PROVIDENCE, 02909",41.8157827,-71.44981139,PRA owned,Residential Vacant Land,0,"$33,900.00 ",33900.00,"$1,144.16 ",1144.16
105-0422-0000,105-0422-0000,40 Eastwood Ave,Providence,RI,2909,02909,68.47,"64 EASTWOOD AV, PROVIDENCE, 02909",41.8157827,-71.44981139,PRA owned,Residential Vacant Land,0,"$33,900.00 ",33900.00,"$1,144.16 ",1144.16
105-0424-0000,105-0424-0000,48 EASTWOOD AVE,Providence,RI,2909,02909,68.48,"64 EASTWOOD AV, PROVIDENCE, 02909",41.8157827,-71.44981139,City-owned Tax Sale,Residential Vacant Land,0,"$24,700.00 ",24700.00,$833.64 ,833.64
105-0426-0000,105-0426-0000,56 EASTWOOD AVE,Providence,RI,2909,02909,68.49,"64 EASTWOOD AV, PROVIDENCE, 02909",41.8157827,-71.44981139,City-owned Tax Sale,Residential Vacant Land,0,"$16,400.00 ",16400.00,$553.52 ,553.52
105-0430-0000,105-0430-0000,63 HEATH ST,Providence,RI,2909,02909,100,"63 HEATH ST, PROVIDENCE, 02909",41.81575363,-71.44992155,Waste Collection ID,2 -5 Family,2,"$74,600.00 ",74600.00,"$2,517.76 ",2517.76
105-0434-0000,105-0434-0000,6 GIFFORD ST,Providence,RI,2909,02909,68.49,"16 GIFFORD ST, PROVIDENCE, 02909",41.81379927,-71.44857827,City-owned Tax Sale,Residential Vacant Land,1,"$15,300.00 ",15300.00,$516.40 ,516.40
105-0439-0000,105-0439-0000,4 GIFFORD ST,Providence,RI,2909,02909,68.49,"16 GIFFORD ST, PROVIDENCE, 02909",41.81379927,-71.44857827,City-owned Tax Sale,Residential Vacant Land,0,$500.00 ,500.00,$16.88 ,16.88
105-0461-0000,105-0461-0000,13 Whitehall St,Providence,RI,2909,02909,100,"13 WHITEHALL ST, PROVIDENCE, 02909",41.81241254,-71.44631667,Unconfirmed Vacated,Residential Vacant Land,0,"$4,600.00 ",4600.00,$155.28 ,155.28
105-0478-0000,105-0478-0000,50 LABAN ST,Providence,RI,2909,02909,100,"50 LABAN ST, PROVIDENCE, 02909",41.81520876,-71.44841673,Waste Collection ID,Single Family,1,"$108,100.00 ",108100.00,"$3,648.40 ",3648.40
107-0012-0000,107-0012-0000,17 CROWNINSHIELD ST,Providence,RI,2909,02909,100,"17 CROWNINSHIELD ST, PROVIDENCE, 02909",41.8180047,-71.45808775,Unconfirmed Vacated,2 - 5 Family,2,"$97,600.00 ",97600.00,"$3,294.00 ",3294.00
107-0013-0000,107-0013-0000,147 MERINO ST,Providence,RI,2909,02909,100,"147 MERINO ST, PROVIDENCE, 02909",41.81813833,-71.4587029,Waste Collection ID,Single Family,1,"$110,700.00 ",110700.00,"$3,736.16 ",3736.16
107-0030-0000,107-0030-0000,27 IDA ST,Providence,RI,2909,02909,100,"27 IDA ST, PROVIDENCE, 02909",41.81760438,-71.45776701,Waste Collection ID,Single Family,1,"$117,800.00 ",117800.00,"$3,975.76 ",3975.76
107-0131-0000,107-0131-0000,219 WHITTIER AVE,Providence,RI,2909,02909,100,"219 WHITTIER AV, PROVIDENCE, 02909",41.81400193,-71.45609274,Waste Collection ID,Single Family,1,"$75,500.00 ",75500.00,"$2,548.16 ",2548.16
107-0134-0000,107-0134-0000,121 LAUREL HILL AVE,Providence,RI,2909,02909,100,"121 LAUREL HILL AV, PROVIDENCE, 02909",41.81412188,-71.45576277,Waste Collection ID,2 -5 Family,2,"$76,200.00 ",76200.00,"$2,571.76 ",2571.76
107-0169-0000,107-0169-0000,124 Laurel Hill Ave,Providence,RI,2909,02909,100,"124 LAUREL HILL AV, PROVIDENCE, 02909",41.81426849,-71.45545953,Waste Collection ID,2 -5 Family,2,"$97,800.00 ",97800.00,"$3,300.76 ",3300.76
107-0184-0000,107-0184-0000,196 Laban St,Providence,RI,2909,02909,100,"196 LABAN ST, PROVIDENCE, 02909",41.81452175,-71.45495114,Waste Collection ID,2 -5 Family,3,"$93,600.00 ",93600.00,"$3,159.00 ",3159.00
107-0209-0000,107-0209-0000,94 LAUREL HILL AVE,Providence,RI,2909,02909,100,"94 LAUREL HILL AV, PROVIDENCE, 02909",41.81506681,-71.45557133,Waste Collection ID,2 -5 Family,2,"$75,000.00 ",75000.00,"$2,531.28 ",2531.28
107-0228-0000,107-0228-0000,146 CLEVELAND ST,Providence,RI,2909,02909,100,"146 CLEVELAND ST, PROVIDENCE, 02909",41.81580921,-71.45530689,Waste Collection ID,2 -5 Family,3,"$89,200.00 ",89200.00,"$3,010.52 ",3010.52
107-0232-0000,107-0232-0000,66 LAUREL HILL AVE,Providence,RI,2909,02909,100,"66 LAUREL HILL AV, PROVIDENCE, 02909",41.81601613,-71.4556723,Waste Collection ID,Single Family,1,"$111,700.00 ",111700.00,"$3,769.88 ",3769.88
107-0353-0000,107-0353-0000,56 Heath St,Providence,RI,2909,02909,100,"56 HEATH ST, PROVIDENCE, 02909",41.81551745,-71.45012956,PRA owned,Residential Vacant Land,0,"$11,500.00 ",11500.00,$388.16 ,388.16
107-0387-0000,107-0387-0000,30 DEWEY ST,Providence,RI,2909,02909,100,"30 DEWEY ST, PROVIDENCE, 02909",41.81451395,-71.45259705,Waste Collection ID,Single Family,1,"$86,800.00 ",86800.00,"$2,929.52 ",2929.52
108-0004-0000,108-0004-0000,87 LOWELL AVE,Providence,RI,2909,02909,100,"87 LOWELL AV, PROVIDENCE, 02909",41.81153018,-71.45710893,Waste Collection ID,2 -5 Family,2,"$93,500.00 ",93500.00,"$3,155.64 ",3155.64
108-0026-0000,108-0026-0000,148 Pocasset Ave,Providence,RI,2909,02909,79,"149 POCASSET AV, PROVIDENCE, 02909",41.8108895,-71.45395014,Unconfirmed Vacated,CI Vacant Land,0,"$89,400.00 ",89400.00,"$3,285.48 ",3285.48
108-0063-0000,108-0063-0000,37 HARLAM ST,Providence,RI,2909,02909,100,"37 HARLAM ST, PROVIDENCE, 02909",41.81232461,-71.45682947,Waste Collection ID,2 -5 Family,2,"$139,300.00 ",139300.00,"$4,701.40 ",4701.40
108-0065-0000,108-0065-0000,31 Harlam St,Providence,RI,2909,02909,100,"31 HARLAM ST, PROVIDENCE, 02909",41.81237803,-71.45651631,Waste Collection ID,2 -5 Family,2,"$111,800.00 ",111800.00,"$3,773.28 ",3773.28
108-0069-0000,108-0069-0000,27 HARLAM ST,Providence,RI,2909,02909,68.5,"31 HARLAM ST, PROVIDENCE, 02909",41.81235792,-71.45625031,City-owned Tax Sale,Residential Vacant Land,0,"$4,600.00 ",4600.00,$155.28 ,155.28
108-0075-0000,108-0075-0000,48 BARROWS ST,Providence,RI,2909,02909,100,"48 BARROWS ST, PROVIDENCE, 02909",41.81177493,-71.45625545,Unconfirmed Vacated,2 - 5 Family,2,"$91,100.00 ",91100.00,"$3,074.64 ",3074.64
108-0127-0000,108-0127-0000,88 Barrows St,Providence,RI,2909,02909,100,"88 BARROWS ST, PROVIDENCE, 02909",41.8109541,-71.45501965,Waste Collection ID,2 -5 Family,2,"$167,100.00 ",167100.00,"$3,216.68 ",3216.68
108-0136-0000,108-0136-0000,178 LAUREL HILL AVE,Providence,RI,2909,02909,100,"178 LAUREL HILL AV, PROVIDENCE, 02909",41.812474,-71.45481884,Waste Collection ID,2 -5 Family,3,"$141,000.00 ",141000.00,"$4,758.76 ",4758.76
108-0151-0000,108-0151-0000,19 Rye St,Providence,RI,2909,02909,100,"19 RYE ST, PROVIDENCE, 02909",41.81265386,-71.45423027,Waste Collection ID,2 -5 Family,2,"$119,900.00 ",119900.00,"$4,046.64 ",4046.64
